ensembl_gene_id	BE1	KAN	NBLW	CHLA122	CHLA15	BE2	KANR	NBLWR	CHLA136	CHLA20
ENSG00000224886	43	43	24	28	50	33	15	23	7	21
ENSG00000272447	54	52	11	54	31	44	42	13	51	18
ENSG00000242600	1	21	13	16	37	4	25	21	17	25
ENSG00000133661	5	4	2	1	2	3	2	7	1	1
ENSG00000273372	1	1	3	8	3	0	5	10	1	7
ENSG00000230091	23	47	9	31	15	11	27	42	13	8
ENSG00000133678	168	150	94	124	153	62	151	99	107	106
ENSG00000189129	0	0	0	5	11	0	0	0	1	10
ENSG00000122359	105	133	106	111	428	476	142	248	65	156
ENSG00000234743	0	1	0	2	5	0	0	2	0	6
ENSG00000133665	10	7	2	12	2	3	7	7	17	3
ENSG00000122378	1578	1755	2058	1732	2036	1662	2680	3266	2090	1268
ENSG00000108219	449	1800	1070	972	1017	1411	876	873	949	694
ENSG00000178217	0	1	6	8	4	12	1	0	3	6
ENSG00000185737	10	46	47	108	54	23	66	65	189	5
ENSG00000225738	0	5	2	0	0	0	2	4	2	1
ENSG00000165678	1051	1489	1730	1099	1575	1154	2076	1579	981	1093
ENSG00000148600	72	34	41	105	59	151	256	520	101	37
ENSG00000107771	767	1054	998	905	859	1101	1600	1676	1171	614
ENSG00000225423	6	12	4	14	9	9	29	12	20	11
ENSG00000178429	5	10	2	3	4	5	4	3	4	2
ENSG00000279910	9	1	0	0	3	0	1	13	0	0
ENSG00000280134	11	4	2	3	3	6	3	8	2	0
ENSG00000182771	482	442	142	115	271	747	157	454	259	13
ENSG00000238803	6	5	0	0	0	5	1	1	1	0
ENSG00000062650	1092	1381	1085	1075	1400	1551	1921	1204	1206	1175
ENSG00000227896	79	50	21	43	23	44	82	63	34	34
ENSG00000122367	2	8	1	583	5	109	178	3	1032	4
ENSG00000272631	76	83	65	51	49	46	140	107	80	77
ENSG00000107779	350	558	482	399	510	476	808	425	560	568
ENSG00000173269	0	0	0	0	1	7	0	1	3	0
ENSG00000173267	0	1	1	5	0	19	3	5	18	4
ENSG00000272734	0	0	0	4	43	0	0	56	42	48
ENSG00000148672	912	1351	1016	889	1616	1229	980	1067	678	1082
ENSG00000122376	483	486	506	285	599	508	599	504	309	486
ENSG00000237280	24	20	20	18	16	17	42	27	14	20
ENSG00000223482	188	107	162	218	220	212	112	218	163	112
ENSG00000184923	2	0	6	8	3	3	0	3	4	0
ENSG00000224914	89	44	26	71	42	48	35	97	56	28
ENSG00000214562	26	12	10	30	8	13	5	41	13	7
ENSG00000107789	250	318	278	246	373	313	313	269	379	256
ENSG00000198682	10	40	72	82	100	34	19	32	32	86
ENSG00000138138	704	1026	1323	816	1145	778	1414	1835	844	759
ENSG00000223820	12	11	12	47	7	19	32	47	38	6
ENSG00000227268	18	44	55	16	45	62	38	91	52	20
ENSG00000171862	634	2531	4534	618	4777	3570	2847	3192	1152	3020
ENSG00000224745	2	24	21	3	35	41	54	17	10	25
ENSG00000213613	32	69	110	19	109	82	104	97	35	98
ENSG00000184719	0	1	8	21	20	37	0	21	0	9
ENSG00000138134	146	206	177	304	104	205	102	201	185	92
ENSG00000180139	29	43	23	33	9	23	44	62	28	10
ENSG00000107796	26	86	101	2	41	1	36	152	118	11
ENSG00000026103	10	44	9	5	24	3	33	25	39	4
ENSG00000107798	343	305	354	219	382	494	409	402	252	275
ENSG00000232110	3	80	22	0	29	13	6	35	2	24
ENSG00000119922	0	39	20	0	15	7	1	29	11	28
ENSG00000185745	1	1	1	0	11	3	1	3	5	9
ENSG00000152778	316	376	532	167	370	404	427	366	168	399
ENSG00000152782	218	313	304	89	377	237	206	231	200	218
ENSG00000232936	1	3	6	0	0	2	0	6	4	2
ENSG00000235100	16	15	6	11	8	6	33	21	7	10
ENSG00000240996	9	22	3	5	13	5	49	13	11	9
ENSG00000138182	675	1093	781	504	1288	1051	1224	490	535	1237
ENSG00000148680	0	0	9	7	2	2	0	0	0	1
ENSG00000148688	406	441	567	336	468	442	675	428	381	426
ENSG00000148677	0	0	0	0	0	0	0	7	2	0
ENSG00000234043	2	0	0	2	1	3	5	7	1	0
ENSG00000180628	25	42	25	109	151	166	257	104	98	113
ENSG00000165338	327	480	150	93	458	397	474	306	166	206
ENSG00000119938	13	25	15	3	47	50	19	44	1	39
ENSG00000228701	3	3	7	4	0	10	1	6	8	3
ENSG00000107854	879	1359	972	909	1383	1364	1292	1113	1050	904
ENSG00000180581	11	17	20	4	8	11	7	13	6	10
ENSG00000174721	125	77	167	172	141	59	128	153	91	78
ENSG00000095564	1814	1929	1076	1905	1889	2006	3971	1412	1888	1279
ENSG00000107864	141	136	109	109	86	105	136	289	117	84
ENSG00000105988	1	6	7	4	6	4	5	3	6	4
ENSG00000198060	469	810	676	493	729	644	1055	758	449	553
ENSG00000202297	3	6	0	0	4	2	4	1	2	3
ENSG00000119912	373	494	537	327	740	561	711	668	343	631
ENSG00000138160	1688	2720	1988	1392	2680	2256	2332	1796	1437	2372
ENSG00000236493	4	0	0	0	2	0	4	1	4	0
ENSG00000152804	31	12	1	17	65	35	25	4	25	27
ENSG00000138190	261	448	313	354	425	317	508	368	283	232
ENSG00000187553	7	5	0	13	2	1	4	4	0	0
ENSG00000095596	3	1	0	80	0	0	2	0	4	0
ENSG00000138119	12	4	4	0	8	8	1	29	139	7
ENSG00000138180	445	612	513	555	707	771	513	489	500	673
ENSG00000138207	1	18	0	2	2	2	0	1	1	1
ENSG00000148690	240	279	295	275	258	420	303	307	163	270
ENSG00000108231	3	9	9	1	5	2	0	223	2	11
ENSG00000280660	0	4	3	0	1	0	0	73	3	4
ENSG00000176273	97	126	108	101	236	128	111	174	55	267
ENSG00000180764	15	12	12	9	16	17	12	14	15	16
ENSG00000138193	33	24	9	19	371	88	41	17	24	278
ENSG00000273450	2	2	1	2	2	5	1	2	2	4
ENSG00000173145	332	422	497	350	788	571	704	365	399	789
ENSG00000108239	166	212	229	193	283	240	235	347	163	196
ENSG00000119969	2838	3848	2617	2581	3061	2839	5896	2583	2446	3208
ENSG00000244332	41	96	34	30	53	54	89	50	29	47
ENSG00000138115	0	3	0	26	8	0	1	0	9	1
ENSG00000231829	0	2	0	4	3	0	2	0	11	1
ENSG00000234026	0	2	0	8	5	0	0	0	8	0
ENSG00000107438	4	39	10	244	113	18	105	13	113	72
ENSG00000095637	250	583	328	389	291	156	343	591	322	210
ENSG00000059573	1167	1827	2032	840	1975	1971	1068	1672	994	1451
ENSG00000119977	346	336	357	390	543	446	280	307	374	467
ENSG00000226688	207	207	132	171	282	131	286	202	158	213
ENSG00000227805	3	0	1	7	2	0	5	3	0	1
ENSG00000107443	490	686	425	426	668	554	864	411	606	409
ENSG00000266407	6	5	0	8	2	0	3	3	0	1
ENSG00000177853	690	1288	303	1349	823	496	995	509	1831	533
ENSG00000095587	26	38	3	2	134	2	10	222	5	26
ENSG00000077147	1784	2602	2443	1651	3127	2137	3857	2704	2123	2451
ENSG00000155629	26	6	2	40	70	71	89	27	27	41
ENSG00000236552	78	68	135	150	339	165	38	114	78	152
ENSG00000196233	832	1125	791	1196	1081	934	2796	854	1231	697
ENSG00000155640	307	269	184	150	267	259	620	269	271	219
ENSG00000231025	238	210	135	96	165	242	341	171	193	131
ENSG00000187122	2676	1446	156	2481	2566	1063	700	1488	2922	323
ENSG00000269891	102	83	10	66	94	22	38	28	118	35
ENSG00000213390	397	773	416	588	732	602	657	408	498	604
ENSG00000165879	33	39	13	52	31	27	57	73	50	15
ENSG00000181274	137	135	116	118	171	195	106	146	112	105
ENSG00000225850	2	3	1	2	2	3	6	5	0	3
ENSG00000052749	405	601	965	516	1030	700	415	510	616	827
ENSG00000231508	0	1	2	3	3	1	4	0	1	2
ENSG00000200737	5	8	5	1	7	3	8	6	2	0
ENSG00000171314	179	354	438	193	388	237	261	425	251	299
ENSG00000171311	242	314	362	291	327	285	273	302	290	254
ENSG00000171307	445	568	617	362	542	313	412	585	648	416
ENSG00000155229	984	1211	992	975	1281	1341	846	1224	1139	810
ENSG00000165886	7	12	18	24	16	15	11	29	37	4
ENSG00000241935	3	10	2	0	44	27	14	16	1	30
ENSG00000203942	2	2	1	0	1	3	4	0	1	8
ENSG00000171160	411	536	394	436	235	380	281	481	425	155
ENSG00000155252	464	712	444	296	452	561	457	657	370	265
ENSG00000119986	43	52	55	28	51	80	30	67	36	45
ENSG00000155254	805	1165	728	316	959	857	571	1473	514	524
ENSG00000155256	609	728	675	740	697	560	655	1271	698	370
ENSG00000120057	8	8	1	3	1	0	4	15	7	1
ENSG00000227356	4	1	0	8	2	5	1	3	3	3
ENSG00000155265	255	266	136	439	259	181	80	495	228	111
ENSG00000095713	18	57	389	63	93	31	144	257	148	181
ENSG00000166024	266	271	210	236	316	240	400	225	280	241
ENSG00000138131	3	13	3	40	19	63	16	23	8	30
ENSG00000230928	4	4	2	7	1	5	0	2	2	8
ENSG00000119943	27	28	63	28	57	414	61	104	74	66
ENSG00000107521	0	0	0	122	125	3	0	180	184	83
ENSG00000119946	272	185	211	278	368	402	70	345	186	268
ENSG00000120053	484	711	606	621	630	618	371	675	479	492
ENSG00000224934	73	51	37	53	25	25	112	56	41	21
ENSG00000155287	326	271	153	267	226	230	252	280	249	196
ENSG00000260475	2	3	4	4	0	0	1	4	1	3
ENSG00000229278	1	6	2	6	5	0	4	3	1	1
ENSG00000198018	99	143	214	157	253	86	151	118	167	177
ENSG00000233690	9	5	6	2	7	9	6	11	4	7
ENSG00000119929	141	204	203	170	176	234	236	284	151	160
ENSG00000014919	785	873	664	667	914	914	824	818	706	669
ENSG00000023839	99	18	19	51	17	67	40	13	23	17
ENSG00000107554	185	226	135	59	198	208	164	266	123	181
ENSG00000107566	509	544	393	271	596	633	478	385	358	558
ENSG00000213341	511	921	627	551	866	572	981	766	598	658
ENSG00000095485	582	628	529	535	638	535	731	547	499	557
ENSG00000212464	12	13	4	13	6	4	14	6	9	6
ENSG00000196072	349	592	615	314	527	262	718	617	428	329
ENSG00000099194	7740	12634	7954	5428	8911	11707	9990	5681	7079	3913
ENSG00000235823	226	484	80	156	114	729	266	123	257	81
ENSG00000273030	1	14	1	0	0	11	2	3	2	0
ENSG00000075290	8	25	0	0	6	4	1	11	0	2
ENSG00000075826	240	218	235	335	247	366	360	231	438	149
ENSG00000255339	2	1	5	2	4	4	13	5	11	4
ENSG00000166136	240	394	315	219	321	238	283	374	248	243
ENSG00000166135	1378	1131	815	1278	1214	1478	1518	1133	1311	848
ENSG00000272572	20	9	6	15	14	7	35	48	35	7
ENSG00000119906	1070	1520	826	849	1026	738	2087	888	1171	982
ENSG00000055950	379	440	390	388	478	447	311	378	515	347
ENSG00000095539	163	144	123	185	230	170	142	438	141	121
ENSG00000236662	34	23	9	27	17	15	28	12	17	11
ENSG00000107815	480	585	575	462	1091	617	411	522	454	746
ENSG00000107816	824	1540	833	716	896	1058	722	1554	1056	823
ENSG00000186862	216	196	116	64	136	174	57	631	45	76
ENSG00000107819	904	700	1283	215	1045	1270	293	1574	380	968
ENSG00000273162	53	62	28	20	22	39	59	30	33	29
ENSG00000107821	43	15	16	14	76	57	39	55	91	59
ENSG00000107807	1	0	0	0	0	0	9	0	33	0
ENSG00000166167	640	607	526	354	637	573	498	586	499	427
ENSG00000166171	46	65	115	81	161	105	48	62	78	108
ENSG00000166169	345	302	162	298	266	471	258	301	386	191
ENSG00000107829	407	491	229	334	366	307	268	191	293	248
ENSG00000224817	0	1	0	0	0	30	2	25	26	6
ENSG00000107831	2	5	3	4	9	3	3	0	7	1
ENSG00000107833	236	251	403	237	431	489	186	232	277	421
ENSG00000198408	4306	4804	2364	6181	3667	3991	7211	4064	4202	2346
ENSG00000226009	6	8	6	9	5	12	7	10	9	8
ENSG00000120049	191	138	96	215	150	190	110	158	142	87
ENSG00000120029	482	507	478	463	503	446	619	653	642	395
ENSG00000166189	139	148	152	184	186	212	144	196	290	100
ENSG00000224302	12	15	1	8	3	2	15	4	7	2
ENSG00000198728	2281	2327	1648	1437	2444	2166	1629	2050	1835	1551
ENSG00000148840	1920	1917	2247	1329	2286	2487	1878	1966	1665	1774
ENSG00000166197	2947	4564	5189	3225	6034	5408	3604	5106	3183	4205
ENSG00000119915	1	1	0	4	0	5	1	3	1	3
ENSG00000107862	1435	1532	1429	837	1771	1358	1443	1730	1275	1068
ENSG00000251989	1	2	0	1	1	2	6	1	3	1
ENSG00000077150	9	6	26	44	30	123	35	19	50	42
ENSG00000059915	981	810	722	869	1019	1038	578	1269	913	503
ENSG00000107872	232	264	239	104	257	282	96	322	165	130
ENSG00000107874	887	1134	975	721	1305	1030	807	1234	814	720
ENSG00000269609	329	440	152	161	208	227	145	263	205	149
ENSG00000138111	312	333	306	240	499	437	214	377	445	337
ENSG00000138107	1610	2340	2189	1686	2226	1594	1564	2156	2084	1375
ENSG00000273262	5	5	2	7	7	10	2	5	7	3
ENSG00000107882	394	381	272	316	514	455	284	326	402	312
ENSG00000272933	16	15	5	3	4	9	3	16	6	1
ENSG00000171206	474	530	464	355	479	537	298	576	354	265
ENSG00000138175	693	661	848	924	655	517	705	854	648	480
ENSG00000156398	727	715	600	321	427	768	1000	825	447	428
ENSG00000166272	245	349	290	288	335	215	248	302	404	356
ENSG00000282772	10	4	2	2	0	2	12	4	1	1
ENSG00000166275	132	169	185	145	218	128	280	173	113	177
ENSG00000272912	13	5	3	7	2	4	10	4	1	1
ENSG00000148842	303	488	411	399	749	588	415	517	489	302
ENSG00000076685	878	1049	821	845	1203	823	977	976	947	809
ENSG00000237827	6	8	9	2	7	4	7	1	7	3
ENSG00000148798	1908	3963	4144	2743	4996	3711	1636	4751	2694	2684
ENSG00000156374	151	181	165	148	206	210	382	256	155	181
ENSG00000212413	0	4	4	6	5	9	9	2	2	6
ENSG00000148835	251	297	358	204	303	353	387	274	321	264
ENSG00000173915	417	827	803	546	739	616	587	682	568	666
ENSG00000148843	1613	1931	1967	1368	2628	2253	1585	1966	1826	2098
ENSG00000138172	49	85	43	0	238	185	31	41	3	166
ENSG00000273485	17	22	13	32	22	11	13	33	24	9
ENSG00000234699	8	3	1	1	5	2	4	3	1	1
ENSG00000107954	308	236	155	93	239	135	163	441	1303	134
ENSG00000107957	2037	2333	4430	857	4132	1562	915	2993	1558	2815
ENSG00000273108	54	20	11	19	14	9	26	53	386	8
ENSG00000260461	88	69	36	47	38	40	119	104	55	44
ENSG00000107960	158	188	198	164	197	170	198	224	194	166
ENSG00000065613	537	697	691	480	967	788	896	542	515	821
ENSG00000156384	93	80	84	118	67	144	115	76	72	91
ENSG00000197748	1	4	5	10	9	3	4	3	1	2
ENSG00000148834	508	719	703	269	729	662	470	598	308	699
ENSG00000266852	5	3	2	3	0	0	10	3	2	3
ENSG00000065621	9	35	7	72	248	20	25	49	29	43
ENSG00000148841	1	6	25	134	163	6	83	6	93	84
ENSG00000231233	1	0	0	15	0	0	4	0	2	2
ENSG00000120051	1	0	0	9	4	0	4	0	0	1
ENSG00000156395	6	19	0	22	2	0	11	261	0	1
ENSG00000213260	29	46	48	46	55	52	56	43	42	29
ENSG00000108018	134	149	891	3205	1243	1498	1240	925	2315	873
ENSG00000229981	0	0	2	2	0	3	42	3	248	1
ENSG00000203434	0	0	0	0	0	0	7	0	30	0
ENSG00000108039	678	814	1038	868	906	601	702	1642	698	693
ENSG00000203876	8	39	12	10	3	10	54	94	14	5
ENSG00000148700	865	1761	628	813	633	685	1428	2038	917	570
ENSG00000119950	683	1015	777	634	483	1089	633	576	625	298
ENSG00000214067	2	9	3	4	5	3	10	1	7	2
ENSG00000119953	296	439	411	363	495	530	630	334	420	408
ENSG00000138166	23	10	52	8	35	28	17	74	10	20
ENSG00000108055	3836	4390	3545	3134	4086	4305	4983	3365	2879	3552
ENSG00000203867	668	712	1039	1290	186	2324	193	805	2108	214
ENSG00000252036	2	4	0	11	0	10	0	6	15	0
ENSG00000203497	39	67	13	44	35	65	47	49	43	23
ENSG00000150593	991	886	433	473	1017	2245	1292	746	816	1623
ENSG00000214413	419	333	333	494	371	381	636	356	397	269
ENSG00000278601	5	6	1	8	7	9	11	8	9	7
ENSG00000270589	6	3	4	6	14	23	12	10	8	3
ENSG00000108061	436	640	509	460	384	654	765	549	804	393
ENSG00000150594	421	170	209	235	90	48	90	193	1543	122
ENSG00000119927	458	884	1268	448	2084	1569	553	574	467	2294
ENSG00000232934	0	0	2	2	2	0	6	4	2	1
ENSG00000023041	550	581	579	480	688	511	695	664	589	533
ENSG00000151532	422	513	431	442	570	372	780	586	550	444
ENSG00000260917	215	218	225	213	291	199	298	312	324	185
ENSG00000279315	9	9	9	26	5	13	30	16	10	7
ENSG00000225292	4	0	0	5	2	5	4	1	2	0
ENSG00000148737	52	40	29	95	38	631	135	22	97	101
ENSG00000227560	0	0	0	0	0	6	0	0	0	4
ENSG00000148702	0	0	1	0	0	34	0	0	0	5
ENSG00000165806	0	2	17	32	89	13	56	6	105	119
ENSG00000198924	368	364	354	284	356	441	523	331	315	443
ENSG00000196865	1043	1293	832	953	1046	1081	2258	768	915	949
ENSG00000165813	170	279	170	183	294	211	331	180	205	248
ENSG00000095627	0	0	0	0	0	953	0	0	0	1
ENSG00000169129	17	29	12	146	13	17	12	31	23	18
ENSG00000279796	3	5	0	0	2	12	1	3	0	6
ENSG00000099204	1066	2579	2750	536	2877	4540	597	2481	963	2846
ENSG00000151553	296	598	398	368	423	474	436	599	269	341
ENSG00000165832	224	388	424	255	391	307	462	340	304	319
ENSG00000107518	354	641	552	340	572	559	255	584	274	582
ENSG00000151892	30	88	26	2030	163	230	93	12	208	63
ENSG00000165863	0	237	0	4	2	53	2	15	5	12
ENSG00000165868	238	464	136	1451	476	1188	419	791	277	359
ENSG00000225302	1	8	3	38	11	0	7	18	20	4
ENSG00000187164	467	654	1	674	262	43	382	439	314	98
ENSG00000165646	1	33	12	126	110	68	30	21	77	28
ENSG00000277879	4	5	17	17	27	20	11	14	3	5
ENSG00000165650	558	874	862	552	1081	1069	1199	1134	752	933
ENSG00000229847	0	0	0	1	87	0	0	0	0	14
ENSG00000170370	0	0	0	0	24	0	0	0	0	4
ENSG00000107560	359	792	429	470	633	431	634	840	319	386
ENSG00000177640	8	19	11	12	22	18	25	25	26	10
ENSG00000165669	366	515	520	414	646	420	578	468	364	431
ENSG00000119973	3	10	0	0	164	1	4	42	1	2
ENSG00000151893	744	764	590	957	869	1968	1442	927	887	506
ENSG00000277687	21	26	18	41	34	59	45	37	18	17
ENSG00000236058	5	0	2	3	2	2	0	2	3	2
ENSG00000213574	1	1	1	0	3	0	0	0	0	2
ENSG00000188613	204	168	19	594	87	101	263	182	120	25
ENSG00000107581	4418	5380	5846	4482	7311	10775	4796	4888	4600	5796
ENSG00000207468	1	1	1	0	2	4	2	3	0	2
ENSG00000119979	129	123	102	130	122	130	169	186	110	111
ENSG00000183605	285	396	359	262	333	536	432	308	193	255
ENSG00000165672	1289	1932	1936	1189	2053	1708	1576	1572	1209	1697
ENSG00000198873	895	1149	217	1091	236	407	432	701	1532	90
ENSG00000228485	27	43	12	23	4	16	30	19	47	5
ENSG00000242853	10	35	5	13	8	6	11	18	28	3
ENSG00000148908	133	86	29	157	68	199	113	91	88	69
ENSG00000151923	1607	1842	1812	1365	1943	2214	2414	1860	1484	1369
ENSG00000151929	6	27	17	10	48	133	81	74	57	22
ENSG00000232823	0	2	3	8	0	0	2	9	4	1
ENSG00000198825	2064	635	395	419	561	832	600	1301	794	393
ENSG00000197771	1282	1553	1477	1207	1663	1523	1939	1250	1307	1492
ENSG00000107651	704	956	765	613	841	619	1181	691	733	691
ENSG00000203805	14	49	14	77	34	6	200	63	128	21
ENSG00000177234	3	10	7	37	12	0	82	49	90	7
ENSG00000227165	39	42	12	43	21	28	67	49	57	16
ENSG00000274461	0	4	1	15	3	0	8	5	7	0
ENSG00000120008	1170	1291	970	1395	1483	1051	1809	1270	1198	1086
ENSG00000066468	219	20	32	143	205	22	795	7	92	41
ENSG00000107669	515	648	764	476	753	741	851	755	591	521
ENSG00000226864	3	5	6	7	6	1	9	15	26	4
ENSG00000107672	777	474	535	519	774	792	792	650	547	535
ENSG00000138162	1684	1357	537	1466	1258	1837	1394	855	1173	586
ENSG00000138152	4	13	0	2	4	1	7	4	0	0
ENSG00000107679	529	789	287	1219	558	700	593	605	536	430
ENSG00000166033	23	25	8	45	40	6	19	38	73	42
ENSG00000138161	45	8	59	36	39	45	23	16	30	28
ENSG00000213185	49	10	70	53	51	70	25	20	41	39
ENSG00000255624	58	20	54	69	17	40	37	34	45	25
ENSG00000119965	179	174	165	133	186	164	241	203	126	127
ENSG00000179988	75	71	239	122	88	109	149	83	95	58
ENSG00000095574	273	419	289	226	345	445	477	240	266	218
ENSG00000196177	286	313	187	301	356	313	346	462	218	217
ENSG00000188620	1	0	0	156	0	0	0	1	47	0
ENSG00000188816	10	0	0	4	1	5	0	1	27	0
ENSG00000154473	2228	2454	2060	2849	2575	2874	2420	2168	2451	1698
ENSG00000230131	6	1	0	4	6	15	0	3	1	0
ENSG00000154478	128	55	21	52	1	20	78	77	5	7
ENSG00000232334	12	12	0	6	3	16	1	15	12	0
ENSG00000182022	1130	1369	85	594	313	771	220	996	1270	121
ENSG00000065154	562	1172	1415	449	1135	1166	690	1211	653	1019
ENSG00000107902	35	36	24	100	46	50	20	54	51	39
ENSG00000258539	13	7	15	11	30	8	3	8	5	19
ENSG00000189319	456	403	686	327	827	633	228	637	396	558
ENSG00000203791	306	324	212	250	215	319	456	324	207	203
ENSG00000165660	286	336	377	248	356	365	456	324	345	300
ENSG00000249456	14	25	15	12	17	13	16	28	21	10
ENSG00000019995	880	994	721	761	863	777	1084	916	782	585
ENSG00000175029	1157	1643	1496	1117	1819	1541	1178	1398	1321	1163
ENSG00000273599	9	6	3	3	5	12	6	22	3	2
ENSG00000264572	5	10	5	7	5	11	3	2	2	2
ENSG00000282787	3	2	0	3	1	1	6	5	3	2
ENSG00000224023	10	11	9	3	6	21	17	14	4	3
ENSG00000234134	14	6	4	8	3	12	20	10	5	2
ENSG00000107938	594	652	609	533	689	701	953	582	615	622
ENSG00000188690	493	619	636	356	530	619	537	795	525	366
ENSG00000107949	690	1014	1117	712	1008	1038	1350	810	838	929
ENSG00000089876	238	145	240	89	217	74	276	308	41	194
ENSG00000203780	0	0	0	1	0	0	0	1	0	1
ENSG00000148848	92	64	67	36	406	115	450	358	183	983
ENSG00000150760	153	251	185	0	813	735	386	107	24	676
ENSG00000188916	1	0	0	0	0	1	20	0	0	2
ENSG00000132334	46	48	361	11	140	15	91	296	38	87
ENSG00000227076	1	10	9	1	1	0	5	7	1	8
ENSG00000148773	12346	8721	9872	5872	15599	16047	14966	12241	9319	11584
ENSG00000280953	5	2	1	8	1	66	9	0	4	0
ENSG00000170430	189	244	75	259	111	270	116	142	275	107
ENSG00000227374	9	4	5	12	2	19	3	9	26	2
ENSG00000108001	565	974	159	1846	181	722	1264	20	1239	180
ENSG00000275327	4	2	0	8	0	2	4	3	3	1
ENSG00000275005	6	2	0	7	0	3	3	7	5	0
ENSG00000237489	5	10	11	5	10	6	12	10	11	12
ENSG00000277218	4	4	0	2	3	2	9	4	5	1
ENSG00000108010	680	919	1210	554	1000	1032	1154	868	656	827
ENSG00000176769	26	1	0	46	5	8	34	56	13	12
ENSG00000175470	592	602	543	520	657	616	683	669	600	392
ENSG00000176171	330	598	601	495	444	560	566	597	588	369
ENSG00000277959	15	2	3	15	6	6	12	12	5	1
ENSG00000273521	4	5	2	4	1	2	2	1	0	0
ENSG00000279982	4	4	3	12	4	12	4	16	2	4
ENSG00000188385	71	93	82	61	70	86	114	443	63	46
ENSG00000235010	3	5	2	36	7	5	2	27	14	4
ENSG00000151640	1154	1877	1466	2133	1855	999	1175	1769	2092	889
ENSG00000165752	130	200	316	249	458	247	139	230	192	235
ENSG00000148814	101	84	77	124	92	77	68	76	102	49
ENSG00000171813	181	173	191	173	284	320	84	222	168	147
ENSG00000231705	4	6	3	13	5	10	6	10	2	4
ENSG00000180066	0	0	0	2	2	0	4	1	3	0
ENSG00000229081	2	0	4	2	3	2	0	9	1	1
ENSG00000068383	214	355	399	249	369	228	285	366	233	267
ENSG00000148826	166	0	0	25	0	0	2	0	12	0
ENSG00000171811	15	6	36	40	42	6	3	38	8	26
ENSG00000197177	15	4	1	34	5	2	3	4	5	0
ENSG00000171798	129	41	1	418	2	12	60	20	134	0
ENSG00000171794	0	0	0	29	0	0	1	0	5	0
ENSG00000151650	0	1	0	49	0	0	0	3	1	0
ENSG00000151651	174	98	43	200	23	16	80	99	142	13
ENSG00000130640	992	1167	893	990	1166	927	1031	1260	1127	754
ENSG00000235245	53	34	17	35	24	33	35	55	34	22
ENSG00000198546	159	201	174	157	210	187	212	155	216	174
ENSG00000165828	3	0	1	1	4	1	1	4	8	2
ENSG00000130643	153	154	89	122	64	136	42	157	81	16
ENSG00000230306	1	0	0	29	1	4	0	12	9	3
ENSG00000226699	4	0	0	9	4	12	0	24	4	2
ENSG00000148803	10	1	0	108	31	146	0	108	59	48
ENSG00000127884	447	694	691	445	1063	458	483	662	643	680
ENSG00000265395	1	2	1	0	2	1	0	7	1	3
ENSG00000148832	60	67	27	56	26	36	59	63	66	11
ENSG00000254536	7	4	1	3	1	1	1	1	1	0
ENSG00000148824	471	421	250	259	420	342	335	243	296	280
ENSG00000203772	85	90	19	69	13	2	47	105	42	2
ENSG00000214279	40	60	37	85	52	146	40	103	95	39
ENSG00000273336	1	2	2	1	4	4	0	9	5	0
ENSG00000130649	8	7	4	177	8	9	8	64	41	2
ENSG00000171772	18	10	0	190	2	0	4	32	27	0
ENSG00000233435	31	7	17	24	9	4	28	29	15	4
ENSG00000226210	83	91	100	177	120	85	92	214	209	72
ENSG00000120645	113	101	79	284	426	285	37	322	146	94
ENSG00000249695	5	0	0	2	0	0	2	21	1	1
ENSG00000111181	3	2	9	18	12	5	4	7	6	15
ENSG00000010379	1	2	1	4	6	2	0	2	0	3
ENSG00000261799	196	160	134	177	269	111	302	128	131	202
ENSG00000073614	1326	1714	1297	1277	2488	1298	2277	1246	1367	1948
ENSG00000120647	708	772	552	527	1079	733	957	530	723	927
ENSG00000139044	84	299	122	169	403	83	145	171	44	231
ENSG00000171840	0	0	0	0	3	0	1	0	10	3
ENSG00000177406	0	0	0	28	3	0	1	32	54	2
ENSG00000060237	2577	4074	2621	2912	6030	3524	4113	3737	3590	4436
ENSG00000221439	3	5	1	1	6	1	8	5	2	6
ENSG00000002016	279	233	169	175	313	296	233	246	326	283
ENSG00000250132	212	183	87	154	90	74	237	210	165	90
ENSG00000082805	972	1322	1020	1407	1826	1268	809	1803	1336	1472
ENSG00000267285	1	1	1	0	5	3	1	3	2	4
ENSG00000111186	74	59	14	117	37	46	34	49	46	56
ENSG00000171823	105	153	102	95	216	153	76	110	99	130
ENSG00000006831	833	953	899	673	1867	1303	1063	796	943	1346
ENSG00000166159	0	1	1	0	1	5	0	2	0	3
ENSG00000235049	2	0	0	0	2	14	0	0	1	1
ENSG00000151065	166	192	201	142	251	154	148	176	198	168
ENSG00000151067	574	511	241	302	1004	96	112	859	103	577
ENSG00000256721	6	6	5	4	14	0	3	4	3	10
ENSG00000203648	4	2	1	1	8	0	0	4	1	3
ENSG00000256271	0	0	1	21	35	15	1	0	17	10
ENSG00000246627	0	4	0	38	89	19	0	0	22	21
ENSG00000256902	1	4	0	4	4	2	3	2	4	0
ENSG00000255669	14	5	0	5	13	6	6	5	7	1
ENSG00000256030	12	13	1	10	11	7	9	7	7	9
ENSG00000004478	1444	2933	3911	1938	5425	2356	1543	2795	1630	4756
ENSG00000258325	13	16	6	13	14	19	13	12	10	16
ENSG00000258092	2	4	5	1	4	5	10	5	4	8
ENSG00000111203	601	691	511	457	955	667	598	510	578	794
